Game ID	Total Reward
466.0	-4879.484861293503
467.0	-6782.364138130626
468.0	-7835.7510409537335
469.0	-3256.080176966504
470.0	-7070.944575820802
471.0	-3623.9352800251713
472.0	-5928.37722681153
473.0	-5550.720059339333
474.0	-16540.36092047241
475.0	-1655.947183165822
476.0	-2458.218567068872
477.0	-9095.564155516608
478.0	-3839.9895386934227
479.0	-3389.9612250481196
480.0	-17213.036186566016
481.0	-9100.94154594721
482.0	-11354.812535123778
483.0	-2597.597264930268
484.0	-7479.2735651331795
485.0	-10572.797506498768
486.0	2453.1185645046294
487.0	-8774.50324107482
488.0	-8720.670250003286
489.0	1252.381708177034
490.0	-5674.850142189731
491.0	-6528.071052895851
492.0	-6377.076744450373
493.0	-8033.152839447288
494.0	-13043.872846335758
495.0	-10615.306971895943
496.0	-8070.592162232759
497.0	-10649.257268708046
498.0	-18503.43978301117
499.0	-11761.88418818893
500.0	-1306.2100068337884
501.0	-13078.950330704429
502.0	-15626.008130156177
503.0	-9526.7320040083
504.0	-6716.352069196029
505.0	-16818.41439893166
506.0	-13932.253580476954
507.0	-12523.959889029415
508.0	-3946.727478399586
509.0	-6265.338015716764
510.0	-15328.915928605775
511.0	-16278.189448472016
512.0	-15677.336293467948
513.0	-1673.1685490429668
514.0	-414.01289527069326
515.0	-7154.909828459661
516.0	-1420.053010538361
517.0	-14381.809098447091
518.0	-17843.308032522305
519.0	-2505.71938288471
520.0	-10591.595221832093
521.0	-13320.586214757612
522.0	-14765.205151538365
523.0	-7451.382097699033
524.0	-7941.2378562607
525.0	-9028.716983054972
526.0	-10396.055984164763
527.0	-20422.16445182891
528.0	-2449.258423485348
529.0	-8923.009541402856
530.0	-6735.430822309525
531.0	-11532.947417937085
532.0	-16330.671176751284
533.0	-10207.337371303422
534.0	-9989.508696266032
535.0	-12829.239574418638
536.0	-2753.639504177504
537.0	787.2656751787292
538.0	5644.494347195673
539.0	-15125.284094112012
540.0	-6994.134697805176
541.0	-21585.46203876236
542.0	-16039.942324845248
543.0	-17067.32575796323
544.0	-16901.396756377406
545.0	-9986.00130699584
546.0	226.32443473980763
547.0	-17671.735353735403
548.0	-14671.494055998988
549.0	-1557.124382158888
550.0	-6671.26877651199
551.0	-7457.116405586075
552.0	-14682.749353287976
553.0	-11219.2413540035
554.0	-14398.4748156382
555.0	-10965.468859730387
556.0	-9019.26719629042
557.0	-8507.830232251465
558.0	1644.1962814869948
559.0	-6394.965401025372
560.0	-19219.395998730564
561.0	-23989.715575462615
562.0	-17390.412142293826
563.0	-11880.149197649545
564.0	-22630.129101272887
565.0	-21083.475222796496
566.0	-14479.789161224919
567.0	-10222.606304544239
568.0	-4535.336880252028
569.0	-3804.1976907187723
570.0	-3717.800883336116
571.0	-6593.571937912419
572.0	-14325.635330073992
573.0	-2913.4971421158
574.0	-28574.850460837668
575.0	-14353.395582213394
576.0	-8535.557698731018
577.0	-7236.5089493886135
578.0	-15925.552155630321
579.0	-8212.971612271125
580.0	-7826.239030098774
581.0	-8312.797399734523
582.0	-6552.871473073397
583.0	-39314.17657633011
584.0	-10650.094454191647
585.0	-9763.533709291201
586.0	-3319.290597077536
587.0	-12403.803199180518
588.0	1622.589786095014
589.0	-12971.128190575808
590.0	-6859.2127728975465
591.0	-22613.371921993974
592.0	-15413.370243792277
593.0	-9739.701476945202
594.0	-8258.501364107784
595.0	-477.13411785033367
596.0	-14567.643616686271
597.0	-2320.8568568780156
598.0	-6563.791434930559
599.0	-27809.049180439044
600.0	-2008.249966021678
601.0	-141.98986416331
602.0	-7552.79184818793
603.0	-13783.239489581461
604.0	-25500.150184997274
605.0	-15419.533207883074
606.0	-5160.457915329309
607.0	-21927.15245135206
608.0	-33812.07308392064
609.0	-15376.941735911445
610.0	-15957.445795391135
611.0	-2980.298627953398
612.0	-9544.58303367545
613.0	-9238.24072261369
614.0	-8537.567714207129
615.0	-9509.901868858571
616.0	7809.167255113098
617.0	-19029.237573042443
618.0	-6971.218270898885
619.0	-15387.827407899558
620.0	-22311.86710419654
621.0	-25031.650685271838
622.0	-6169.289237808338
623.0	-29678.197565132752
624.0	-19456.676194721487
625.0	-13472.985822230261
626.0	-32025.993130041
627.0	-12945.190073900549
628.0	-2680.563852409028
629.0	-10334.861519083386
630.0	-25933.555581237808
631.0	-14270.501207289937
632.0	-5772.447712577524
633.0	-3020.2533025767807
634.0	-24033.098529853178
635.0	-2653.0558091736166
636.0	-3203.1920241555713
637.0	-33744.12388332782
638.0	-26213.73326627772
639.0	-6234.901034845599
640.0	-1183.7015453373833
641.0	-2531.9652940317396
642.0	-12379.548526915007
643.0	-63149.28000447427
644.0	-3288.327720411853
645.0	-9007.901353241277
646.0	-15356.492713651796
647.0	-21727.414457221374
648.0	2487.690956029063
649.0	8428.115860803773
650.0	-37996.61223883589
651.0	-413.1325477539305
652.0	-15201.315086538878
653.0	-2581.7865388389937
654.0	-11320.312620043494
655.0	-1560.7390535102847
656.0	-352.43702543602177
657.0	-10135.549199299025
658.0	-47698.475720074835
659.0	-10298.381715117057
660.0	-34312.02886353689
661.0	-6231.672765393011
662.0	-2557.651060021529
663.0	-44420.89048595741
664.0	-33274.922857813595
665.0	-1622.9112529312504
666.0	-14816.018170314059
667.0	-8837.154957173376
668.0	-13576.649208075074
669.0	-5066.9261189371555
670.0	-4494.681188521839
671.0	-31979.64909469074
672.0	-13683.794255918334
673.0	-8934.143260411623
674.0	-21340.448503386164
675.0	-39139.84311316253
676.0	-10598.609141604626
677.0	-5471.825738246359
678.0	-30567.974447571833
679.0	-6920.3224215834825
680.0	-2599.468021362623
681.0	-11881.640399869028
682.0	-26738.5389308001
683.0	2147.603673514732
684.0	-1322.7157805338722
685.0	-23463.20087724643
686.0	-15131.932144897859
687.0	-18100.05331776699
688.0	3915.6918397063696
689.0	-2344.1186872971493
690.0	-17429.547584830943
691.0	-10024.181248557381
692.0	-2243.3634309652675
693.0	-1640.52767179761
694.0	-21343.446278861164
695.0	-27261.198729752865
696.0	-15257.416969139706
697.0	-39058.88943592923
698.0	-20475.59781227741
699.0	-23083.691758954465
700.0	-3095.0484216932086
701.0	-5210.253555175155
702.0	-31697.018649361577
703.0	7165.723343715838
704.0	-5639.764512722342
705.0	-24106.274243610074
706.0	-1352.2694521991293
707.0	-67.79616397139502
708.0	-17155.817134128964
709.0	-17670.837153366738
710.0	-9793.75983586841
711.0	-8278.68086066662
712.0	9103.294910433959
713.0	10348.766908853178
714.0	-9376.33895306693
715.0	-4110.922730514396
716.0	3283.6100999852624
717.0	-9051.486125775235
718.0	7170.502102650832
719.0	3241.827477330254
720.0	1845.670762484074
721.0	-7923.542533599454
722.0	-15910.740110984765
723.0	-1764.664091287371
724.0	4780.712311420412
725.0	-8366.062806125125
726.0	-16497.537480446492
727.0	-23777.10327312038
728.0	-12842.331322946216
729.0	-18845.849963465564
730.0	-13491.277713535796
731.0	-7800.844269287056
732.0	-28494.429317478243
733.0	-1143.542823654181
734.0	-913.0782200470926
735.0	-1358.1338630605162
736.0	-12044.25603437191
737.0	-2046.9297308080133
738.0	-1652.4131083924783
739.0	-15178.47816142058
740.0	2027.8445661601256
741.0	-24267.703638714604
742.0	-8535.120726009953
743.0	-28232.480857868
744.0	-28877.212942024587
745.0	-6651.63415543786
746.0	-4422.664677456873
747.0	-2552.746046728721
748.0	-8706.296717224463
749.0	-13872.871555809548
750.0	11395.606402784782
751.0	-6138.718770895769
752.0	-15327.16390132941
753.0	-29730.223428461963
754.0	-19842.948818527624
755.0	-9062.1608746332
756.0	-14187.523828889181
757.0	-7561.8493517278675
758.0	-17214.856236488587
759.0	-15489.344387368796
760.0	-6415.510426923816
761.0	8999.883259218834
762.0	-11139.475536087686
763.0	2140.4489100430624
764.0	-12873.189528620078
765.0	-1962.6226937462807
766.0	-11604.866961965094
767.0	-15752.788990266037
768.0	-42187.85249843684
769.0	-27471.411818176093
770.0	789.2422347436539
771.0	-15943.447799800251
772.0	-18475.64133618692
773.0	-6484.119679676338
774.0	-51466.645813775445
775.0	-25646.419324919527
776.0	-7523.359697433769
777.0	-20225.63015748838
778.0	-20058.231133116715
779.0	-5082.083210731505
780.0	-35222.92152872997
781.0	-760.2389351295403
782.0	-21944.284902149167
783.0	-3790.3375315817766
784.0	-10457.638524304148
785.0	-19069.906678246803
786.0	-10473.411727380071
787.0	-11893.400936526059
788.0	-5727.080737947451
789.0	-12237.605892277297
790.0	7105.900704655358
791.0	-26631.573322573913
792.0	-21827.65778848904
793.0	-2403.375561467913
794.0	-10333.600074284423
795.0	-15944.018325597706
796.0	-13636.488154970344
797.0	-9482.10092630238
798.0	3168.0031746206014
799.0	-10008.614717110344
800.0	-24288.3820211097
801.0	-2962.807296896042
802.0	-1689.696509973688
803.0	-17585.244583819207
804.0	3787.541326148089
805.0	-181.6050264325443
806.0	-1203.539524441429
807.0	-23212.626387099474
808.0	-4538.505601149876
809.0	149.65537639571
810.0	1359.5754877677364
811.0	-8669.217097049677
812.0	-23134.177933293988
813.0	-38245.16999273066
814.0	-25539.567558669245
815.0	-28097.981247374657
816.0	-3282.169627094815
817.0	-21545.147579807137
818.0	-9225.511138444035
819.0	-8428.51514434234
820.0	-4628.189930446944
821.0	-28361.45913137377
822.0	-5289.511599552648
823.0	-10501.10393354422
824.0	1612.3049532368007
825.0	-3945.4838488938253
826.0	-24360.84041427367
827.0	-545.6382523336498
828.0	-5499.974632701925
829.0	-16920.481909601185
830.0	6042.780164142548
831.0	-4674.331264443847
832.0	-10278.956946456217
833.0	-9623.805870538054
834.0	-22105.67876106921
835.0	-15470.461421541402
836.0	-4453.9804909661325
837.0	1729.25575151042
838.0	-18681.147119332596
839.0	5524.164435116252
840.0	-17681.125532093654
841.0	-14041.513837996532
842.0	-7358.888751186069
843.0	-14147.92791009527
844.0	-9407.448876427468
845.0	-9216.016201749442
846.0	-13339.17574106923
847.0	782.1873167179737
848.0	-127.85151591325922
849.0	-8846.130809275039
850.0	5997.077046996315
851.0	-1412.4381558142538
852.0	4971.621621284676
853.0	-12451.382634117163
854.0	-18261.267830195524
855.0	-5015.363262513127
856.0	-17371.828266688335
857.0	1129.3596334575652
858.0	-13671.318120672397
859.0	-18428.122931752652
860.0	-8717.893482811747
861.0	-2343.3101680651425
862.0	-14470.410627614488
863.0	-16978.878669535225
864.0	-26986.370058890396
865.0	-10290.710811699282
866.0	-14789.272960088356
867.0	-6889.348089007257
868.0	6853.945811177379
869.0	-9879.306207797392
870.0	-2189.483334316272
871.0	-1728.0413561010432
872.0	-9410.956211885556
873.0	-20825.359179834784
874.0	314.1272081707391
875.0	-5837.981106135728
876.0	-9167.23148181058
877.0	-16921.110867030337
878.0	855.1893347582818
879.0	-5749.098962694155
880.0	7249.982577309712
881.0	304.7727157168755
882.0	-8146.399784691506
883.0	-71.36082951302389
884.0	-12130.168836180854
885.0	-8449.901522806635
886.0	-8205.51680186972
887.0	-21125.382526673355
888.0	5005.095933473958
889.0	-3332.998637360606
890.0	4551.689040522202
891.0	-3288.6965793019763
892.0	-16560.6035663311
893.0	233.5049345503526
894.0	-1734.0429598132737
895.0	-16114.09106478828
896.0	-11950.163249862058
897.0	-18106.388119019393
898.0	-4499.651595630879
899.0	-18856.596977594745
900.0	-7710.983998502998
901.0	-13246.624255291921
902.0	-16898.575799615726
903.0	-7466.701146987134
904.0	-11575.46308188656
905.0	-8885.13555765627
906.0	-5161.520564984401
907.0	-7527.29149913079
908.0	-7172.154781580859
909.0	-7977.748865585728
910.0	-5683.1157719324865
911.0	6509.031645597022
912.0	16236.296581236775
913.0	-1612.600569586547
914.0	-8472.723263280046
915.0	-4923.735457609194
916.0	-13000.631777801942
917.0	-16134.803781419207
918.0	-17366.20422707866
919.0	-5738.827156523968
920.0	-9799.764248204068
921.0	-9167.26315611871
922.0	-16638.14340255265
923.0	-7988.017724825496
924.0	-26894.43472294679
925.0	-6457.510699894946
926.0	-19424.218907573577
927.0	-24935.45648963372
928.0	5658.051780125867
929.0	-627.3776802983352
930.0	-15051.851397964316
931.0	-11686.63071451003
932.0	-4103.1773259863685
933.0	-7919.32957823797
934.0	1431.5401329503438
935.0	-9667.102905984939
936.0	-2022.1237038229604
937.0	4993.699444860131
938.0	-18727.578788300456
939.0	-2675.704641313143
940.0	-27885.754195928675
941.0	8893.381551515262
942.0	-7499.7534982489
943.0	-18221.385077658855
944.0	4539.168042007544
945.0	-15308.885779510105
946.0	-7318.642001597107
947.0	-1020.9806919742189
948.0	-12375.855224883975
949.0	1614.6226081468576
950.0	-25852.85683000688
951.0	-5044.072056911413
952.0	-11321.93731470454
953.0	-22842.885485083458
954.0	2131.4025961590246
955.0	-6761.376898353133
956.0	-2913.1491595436246
957.0	-20722.591846574967
958.0	-13382.553379024886
959.0	1916.4266562736902
960.0	-6601.491977804651
961.0	-5734.577765069106
962.0	8028.566196076026
963.0	-14645.425224107958
964.0	-15692.972375802721
965.0	-1354.7012715968651
966.0	-9349.23595935761
967.0	-15408.046945183305
968.0	-2643.355694925142
969.0	-621.4831778668625
970.0	-12488.527632814435
971.0	-4442.994684785132
972.0	-12313.738138760227
973.0	-13749.521753458324
974.0	-3962.03920400112
975.0	-23470.249739414496
976.0	-4387.808911411034
977.0	-4344.178494904644
978.0	-6376.483057231278
979.0	-4403.678940663406
980.0	-16968.57224767992
981.0	-9295.168183050457
982.0	-12187.323228245503
983.0	-13687.437232884262
984.0	2458.377294053239
985.0	-553.9116631218333
986.0	-878.0879898805205
987.0	-7758.890604305587
988.0	-17301.942885858312
989.0	-7480.770579829966
990.0	-11126.354938362923
991.0	-9236.142343914613
992.0	-4494.8596903097105
993.0	-8265.801598603106
994.0	-15057.3966100275
995.0	4128.5654019698495
996.0	-4661.873876466525
997.0	-3587.9432881781513
998.0	-6768.835131657948
999.0	-6285.258603618208
